Shipment_ID,Shipment_Volume_kg,Distance_km,Transportation_Cost,Fuel_Cost,Delivery_Time_Days
99,250.40907653139686,383.35601098858325,637.4491512053722,181.24762246052447,4.003214069918727
100,231.23302932998826,506.59507395672784,551.9732713846989,136.31982352625192,5.677025904508634
101,136.77034063596687,563.5482924968028,649.7015164789478,169.02621353370958,5.6175393338721245
102,216.34837417877128,311.6752013733562,65.56169327094659,262.49258514889107,4.06503214834335
103,222.58283867785843,580.440888015849,813.2562057171092,141.2421492525279,5.19502287530267
104,185.81781846227048,653.3456788207427,479.06155577672394,132.0484796009848,6.4651783824376095
105,237.09714306671927,512.0152354835551,666.2274225106274,151.03538866907806,4.741635294455706
106,282.3240685451631,731.5193718837099,344.01411093117036,122.80028350447725,7.289182040145812
107,400.8948720968424,333.931620134464,591.9160857593854,187.36021895968773,4.3958579154614466
108,263.96622502654714,263.30179450328745,341.9876655239516,277.4807075081736,4.71859880039007
109,270.60403125782113,183.1919626643582,406.43465589562925,199.38475638696175,3.691628150736864
110,244.04432673870662,674.4066467233774,787.104703080018,164.85878987242273,6.491433182380318
111,96.49830277607668,548.1548484531087,471.397639885498,162.49132386506736,4.986696494490735
112,247.87888996406264,441.6622993634317,532.6149309769585,86.20855147820058,4.795089926665537
113,254.8184167952821,491.99529394797304,630.5101596033131,232.98658662882954,5.45604606428595
114,447.0593689988229,281.1766429052435,574.3522831958907,175.32976817923188,4.149567760991591
115,234.6111228175102,816.862796942524,522.5628357715365,169.17120518456247,7.262290813426828
116,274.123787386689,469.38317729628415,554.7441503699338,371.5864540706916,5.3817295861603895
117,247.22305842358054,466.40921919073395,860.5123377857412,197.92517450194117,5.108042604134704
118,156.50575699043742,558.8649935848038,491.3571804449622,134.89253699428895,4.879946868589215
119,341.42582516120166,522.151384760507,530.1648570072451,154.4185442276674,4.321278833182618
120,310.15464261494196,483.5826036418697,657.5981594011419,248.90674255180528,5.440521907242759
121,313.2825557634437,331.4288316832032,665.8288899436976,186.79622463226588,5.863609430013893
122,177.24900361642088,520.7202535703993,678.0545458340571,93.703321300958,5.537808061635766
123,362.2235448748879,732.3036744712551,595.8095333043777,235.1537360745122,6.8466427443878795
124,137.85191497661754,651.8130069232467,328.5492630904275,139.91135486766035,5.683146159700655
125,296.94856750402164,688.9779939959095,745.0147298451644,292.39786657305274,6.634815784539719
126,425.2364500647983,373.31764853532223,328.04819104719684,244.8028839428789,5.480226468279571
127,170.75709398954493,301.55927696121284,545.395319785855,153.16068626047493,3.5652255376516817
128,204.69618163177824,431.1319619850528,386.8586224970963,256.8609817041068,5.63593498393147
129,257.9721092070113,458.3587368433042,490.3792480110511,184.0713306316442,5.533571221614453
130,209.72194767070405,614.1287277706423,549.314361545522,231.16642050733316,6.311513238063253
131,125.94692551470939,196.1303055427771,548.203582317541,209.08396903766848,3.869951186223505
132,255.48503798448218,679.432547919092,563.2881131352927,129.2186007005476,6.176378345812515
133,165.0157029019116,426.2988152131516,742.056690358797,141.38701006095226,5.080730119974897
134,287.88739445081455,385.967839507887,568.030145227097,241.79764905486968,5.285116351421492
135,176.44606126129577,298.1843437109749,463.37650470640267,159.91348007360756,3.9866204457541694
136,373.99475240140316,201.7714992201346,644.6130752432537,155.7810922054802,3.7816082988659887
137,187.33973661310102,573.4755875942872,678.420573338696,122.69264523903882,5.538370849306709
138,224.23507870354595,460.99769507826056,315.85882772945115,205.41594393560766,5.938800596417204
139,315.08137738957356,256.50586503884193,589.6100104774787,303.7514951545887,3.9006415324555834
140,151.5308546852836,255.7381841904576,605.1759113466347,115.94802514474362,3.0798860477361223
141,268.19679476833034,399.6322951064808,455.3654744960012,181.4531674003655,4.979841820488054
142,354.57142034259425,700.3532287934089,706.3560219967429,264.7332333249258,6.765819302230094
143,121.4013412351018,411.06129729545927,477.491661945121,175.2215165252571,4.735223034183218
144,264.7707086825843,224.52855703228408,518.8364680207313,207.14230777498403,4.188445417030807
145,270.7906235398739,413.1385403871084,474.0392263574196,116.25638831118721,4.728185598320262
146,312.5458297421848,409.09146453784945,502.33685713722014,205.69842583245892,5.826877553139576
147,151.04394312975344,50.0,335.55873696571973,168.77134409972706,2.089178585220703
148,144.3634709532579,441.85577002232816,283.9923676108558,239.1437997407918,4.562044879109617
149,291.7553252493518,415.35982046869833,739.1757594837459,251.24316309388507,5.111168698955441
150,273.7587738586549,554.4309547220128,372.9557977522508,335.37381852111685,5.168825552792523
151,270.0394280276701,727.3434142418018,351.2911475815539,214.77799039281453,6.518424705833943
152,277.715856759758,618.9847544321636,176.9914829594428,199.54777899492998,6.880186126534203
153,195.59802227372074,409.66669641677544,404.15573784657465,191.66305809464015,4.83329888696858
154,268.5802957728803,284.02111368874944,301.53653098887526,158.8100224313587,4.390236657711567
155,273.4457978638945,836.0039704874791,746.3022740204553,200.30903060770146,6.497447126794298
156,192.85188655789057,458.88276510217327,651.4725634013951,162.27591539165823,4.696488725390226
157,399.26196089158054,452.0893937869419,396.7774482233414,190.10765857617685,5.251588017708257
158,287.90663367294303,446.3812369334995,837.8653708016463,259.0558521364776,5.166973607908221
159,154.6957202237881,479.71271411517824,647.2648230487391,119.60744608322153,5.587991800691795
160,302.5242886907064,428.3459382114086,451.27529247370666,248.39271366774273,5.522409226136503
161,172.02546638181428,363.95069896796457,125.08914276896405,259.0269040403919,4.126129257215719
162,312.96676829939616,367.9711588139412,843.6413858886112,172.91588838053528,4.9348734966455705
163,342.6876463205923,445.08700946760024,291.56412998546057,52.68870605948433,5.2652986263465476
164,184.34541453186316,368.48628432993524,253.19018795646622,143.53068077433406,5.068258131522704
165,327.07009033954574,343.07313259842533,653.385564801446,257.81967279366654,5.675415532542737
166,283.02247415491985,465.96453415378454,865.9628609508909,178.62791626206706,4.7455763556889625
167,315.7648127995592,411.7534173868717,707.6409227765778,120.04186606230536,4.5249516890529184
168,401.7434386123158,675.5989482874033,584.5863680078539,149.71350472630695,5.852119698656955
169,230.36895071977037,52.35452874104823,589.2131512497929,230.4372015902732,3.0663750187718377
170,189.70110685140082,613.7260277883693,628.0123338170462,212.80401409208275,6.106819568051981
171,178.83884562995814,636.9127788746443,613.8392884680147,165.66407404981834,6.367236992027326
172,184.73517720276493,138.99146513877758,542.1787135954064,157.99053529111876,3.3424332388603943
173,243.83186324687168,398.5968608879477,515.6301655927814,156.4945110573707,4.6337132914208015
174,277.2921579853315,394.2838701006313,490.6110308150716,124.65538893008986,4.851193440458369
175,272.13526394640155,238.87324579232683,386.9053116699986,276.9225413681665,3.874910388775759
176,316.1746599228819,333.3274968613687,457.89873846998387,160.6607718473196,5.665077708694632
177,251.04015135023255,283.4136231801257,246.0564778706922,253.02951124952978,3.6213769275411227
178,366.28272617258534,712.8405665135434,485.2490559807875,271.2789631153471,6.931696500591444
179,228.82745334096353,590.3517589721191,351.7113339273624,239.89865388887762,6.901014118935096
180,467.61353332716953,640.7332642491237,334.46160241763437,154.1027812369171,6.4504988726537915
181,300.0533878212005,558.2508096064853,526.9841226730217,204.22380542019656,5.704788917014474
182,181.42739548669738,280.6422343174156,708.8003429516899,178.54826361654503,3.9444397783883494
183,164.32860015511102,371.32196005803394,637.747490900347,125.7778883561923,4.346626936431573
184,288.59779321945484,523.4061841841877,264.42490945652344,199.46155690329618,6.2795738585047065
185,232.12297717393193,266.6808286662082,351.55577951444934,109.25761253041185,2.910234367074975
186,307.12003952736734,556.9497645258582,641.1156781982324,251.26076330769382,6.668227278947576
187,287.8590099658836,413.95119027627976,352.62689096925357,152.12296216209643,4.2377413194122875
188,244.17368698745017,393.77687886756036,466.30502750044633,192.06957935237037,4.7080447624002355
189,182.2565025545276,556.6439952305237,582.5078148536828,196.9972722927685,5.32710531569788
190,128.81222202513084,516.639496722906,354.7483317704547,164.46570157775537,5.464029965705662
191,214.27880383463832,395.85507512713804,515.806325921894,215.2016280885165,4.039174063540125
192,318.5119035458778,623.8994705046372,299.8961757622693,151.50578060264854,6.290619053861209
193,267.12749953041634,287.84050086001537,409.79485340731793,232.27783784743465,5.450167990699206
194,150.34089770304095,542.3903410416395,547.9672901213805,99.24121918519509,4.529528936688265
195,263.85447406809453,538.9651886952576,261.0509399702496,187.58277477278472,5.692553524963243
196,280.82539037830696,403.56803410290144,566.0712106940598,296.33573994349706,4.841171342259811
197,179.29140510390937,498.9199533363177,497.05433016099784,119.98012052366552,5.306086421033256
198,262.29800847564223,262.33296354220454,582.8734931625721,139.3353017685089,4.124505326907201
199,254.65669747568,588.6040528810352,533.5871201096992,210.8344709795349,5.553259146793451
200,158.56237617355015,422.26467953355166,704.6210644960767,190.77490691637587,5.0539341062831475
201,278.6229888278627,371.59154692214406,518.7836753971861,201.03780595641356,5.719453379072644
202,294.86276210945874,607.3513838755334,435.5891688312121,209.35122780885982,5.949733003350655
203,336.6440994540221,344.3484464185861,518.3446254548426,218.0832881137062,5.191075978302478
204,334.30416416279223,238.73080554546604,581.4947043554582,246.58199051737338,3.7087898581520795
205,139.7864505634327,216.50562397141445,507.32901054885565,204.58911941571074,3.293061071406355
206,174.97399680679018,540.9014927018459,506.0887536805824,165.52454072288745,5.621707677508772
207,291.2028213766928,257.93559712555754,394.7012468289867,220.35442207216389,5.054850486793484
208,291.1028760729767,713.2191272976547,400.56486236735776,293.99291609371295,6.914093895214483
209,291.2038149044838,137.7105888174417,289.60920923004596,172.04197521704558,3.45851550906869
210,558.2185192523777,704.4684552435058,762.436511478041,121.52824171976151,6.881481500873485
211,295.67124085545333,481.65262008039275,313.42051469130723,246.42484015721837,4.867251395442448
212,340.8452512144479,435.49303321944114,396.0642203306139,172.77713016278412,5.506967592029352
213,326.3201410794562,368.2621369786575,392.2389101646204,49.639827239157825,5.03439715269222
214,302.11130010446385,509.87041715281066,634.2386565416662,230.8453006290253,5.389220120814492
215,224.77846042877235,444.35479463627274,455.75754825619583,147.88030884276463,4.732070437844686
216,310.7175376394614,615.4952823024782,687.16131090106,174.56800306175035,6.180986607740839
217,188.17398283699424,467.13414729930594,398.97640636341976,199.91881983414086,4.8934964738185025
218,231.0545114607993,472.54526421928165,541.8491243335703,191.42998078674398,5.1746289982785845
219,211.1709161736717,395.4581681679216,374.6979420110364,222.56710902834237,5.894627785826894
220,256.5499311509058,441.4581564418399,821.7723691660083,153.8708177658094,4.904619429669631
221,435.1726853338807,496.17026533380886,321.8602371455731,210.78634789056497,5.593599317107325
222,100.61878459266015,193.47474110150614,546.4731065340541,164.42719934496498,3.173694770565201
223,304.9008152299611,247.77218668414304,595.0665321398147,224.32862885325017,4.669415807337106
224,120.98273030482787,561.4896141034072,562.0698646177248,216.9220490407832,5.392645542599207
225,212.24545073684533,475.6298157191913,472.20685116834375,123.87367787732428,4.725700816663583
226,337.1160477573893,422.40249954709816,480.5268950399861,245.15892697050194,5.937214463327779
227,255.14240152763702,452.76508995980896,506.57172079686643,147.84219329315712,5.779596141697453
228,163.7804177656555,502.1372558042507,477.9496997557267,228.48346789686872,4.995002267476949
229,192.77570325920254,369.03604795359576,644.5818675192364,202.03723880408043,3.7015361482142364
230,304.3678199147741,333.2542911896531,831.5784502387028,290.29102060770737,5.359345981911689
231,191.57066946262907,479.37678826465225,416.376232248825,166.59204105768887,4.770894449483896
232,267.316687166558,303.2440833577452,294.52955306313834,159.04099223290814,4.764248575169043
233,253.6457471923051,511.2379133571708,486.75769274731175,178.83482364673606,4.4360987996080175
234,197.87197219153464,194.61245936432394,886.9564006481478,161.80921302994346,4.138723336414231
235,421.51552714602605,604.3733455988465,379.44881480454035,227.996514116523,5.71530484587894
236,300.7135217854409,520.8896223619564,745.8675208166101,83.02136349380473,5.737299941901536
237,87.98859306739143,488.40446014708135,751.6551221114661,116.77905485121875,4.858694130490845
238,264.9163451815542,597.403647591827,416.9617637438008,115.93182470524842,5.2717448680344186
239,197.05708281852895,699.8211666693865,585.3474618777913,237.01845551841456,6.163738753557429
240,318.1946667836979,602.1555097527196,744.2594934692806,282.6368023549155,6.555599715519174
241,186.59834092538395,173.86886530025322,443.13083885187694,173.7330468877517,3.6429543286851547
242,240.8210846826481,258.0634549896448,469.4629459846457,169.87069660859936,4.403907327766961
243,290.3989823184366,356.2772133456482,412.74786290770345,184.2031297867909,5.718810583196438
244,319.2604155336097,453.91365753162506,347.78649039607,249.71269815649143,4.625393709182802
245,153.9762874355379,527.6488530703684,402.6083682400989,124.35881194856555,6.003520751604361
246,223.23990113272413,341.13842802698014,316.4089599856615,194.3021389640871,4.592954189090129
247,212.0043751071235,478.01501467156174,505.1125202388839,238.51185778694577,4.841715514984383
248,197.73366139410305,336.6925601470016,384.50401534120374,210.06565019639072,3.8339046110465
249,391.23633922248774,358.27232955120775,535.0678867686122,191.37489699592462,4.8620239248043475
250,282.39853687687645,239.00083547276665,266.6156530694559,240.0627655540285,4.700751838187872
251,149.12928365319638,311.51501308336435,549.6320348321685,20.0,3.8320590725344474
252,323.42895576438207,247.24730915754995,625.0293442413387,220.67251917185445,5.0800169607838965
253,419.77249576101065,303.61901205340007,200.93965361428167,140.75545901235458,3.913563124787951
254,332.59722084409174,608.046269491176,556.1084854771358,70.16202618861259,5.839705367598261
255,128.45040272367893,307.59016667520854,684.1503488709939,210.67215597149885,3.589999228559839
256,211.2612741706999,844.8573097256086,318.5538471963192,262.41951270977745,7.353464063701481
257,351.3528919349298,523.9976851321334,750.8858580256555,171.75308912233848,6.109644082823854
258,193.38644275049754,477.72541855423106,562.8528514049068,237.17247283217634,5.039364027095976
259,285.5055542516983,321.246332972818,394.24822163623867,276.7366954793187,3.4286092360125573
260,311.97072427434694,555.0464819113487,491.6346383513441,258.89486721504284,6.016437665933769
261,175.84556227375336,363.65432606433393,583.7490368782584,278.39787176228356,4.945127774260499
262,245.237971515056,468.30147219680424,511.4008087118617,224.52764946431353,5.483185980423609
263,20.0,834.0126807403192,580.8133988669554,184.52601833409557,7.197006536280863
264,168.04898869325683,435.5910150413025,361.8989610380951,83.8820512861699,4.146290315340841
265,229.79454788854719,622.3909989428514,525.4041236054117,165.2362507122031,6.242124644640982
266,150.17734544281205,344.5235362311169,287.94282546425296,129.4052042810285,4.878036536842253
267,380.5929043145308,444.75172642545573,483.3160907976949,310.2565630498688,4.71616377485282
268,135.58868976314938,715.6200953453265,364.41385378028156,169.4468512540598,6.34799747172054
269,214.7964410642413,355.9549413318349,389.670508611535,187.39228840706915,4.33206225009796
270,260.4592461828873,721.8672836995393,685.4139762815656,213.08912256242806,6.515671819437504
271,365.30186312528923,556.1627903183213,663.6965180891403,182.61614678234722,6.050488213176047
272,135.13102790564486,365.6299836158598,591.3707181360766,281.7030624258452,4.418203816685503
273,343.05310017239674,544.8611608583282,336.1530852991132,142.64103829593287,5.357840041647494
274,250.81864488156697,595.8831674440095,452.5387325457797,191.67644731423457,5.8814822303556635
275,171.47930791616392,543.2714943325794,681.9646549968775,135.4517648581171,4.786596647780058
276,286.9682779410617,214.46629201643154,521.2575370459857,100.79864932675765,3.304952750175203
277,265.9247756458776,340.9294236262697,847.8994309972541,143.29385454568288,4.862771019992722
278,201.98264982729643,412.8722046672743,558.9976759091558,177.77779217709528,4.249484889765826
279,255.5841667992015,438.8349856349931,528.8073674735048,154.2418665289644,5.3469832452859025
280,219.1749122510592,543.1008146326017,453.6325303696248,138.45474120756865,5.662059026507239
281,259.08138762009986,476.65515013998805,520.0311357173423,95.62095217968997,4.229777065904222
282,302.97045396168375,249.6983461934848,477.12952454291843,175.0136656422783,3.8656776440075205
283,376.8813452916282,507.0296776508945,606.2163015032886,89.71677755813987,6.065399335477695
284,150.97476009385207,541.5878617925734,643.5053475191876,225.60335782137616,4.9705127792234824
285,420.6426699725013,533.9685671896559,382.10158092380755,184.9463851760702,5.648818815090729
286,93.83297603819986,612.1171088331932,300.31505696633326,92.54691003210417,5.664375762932523
287,237.85719239715334,575.0883231823357,224.56919403450553,161.4474553770082,6.065746166101299
288,297.06537651876613,518.8770118842655,576.1986990368815,134.870615664565,5.332487600765742
289,272.4793494188026,439.4751432812029,334.49500907391894,199.15047062515083,4.8418802591481
290,200.1840384143525,200.85585997260128,177.0664110571276,260.4270267613887,4.6366863610637425
291,233.35021997141797,514.4427328698879,558.2867906796446,67.48965182125532,6.043343239833575
292,210.55992522729338,481.1531530744667,873.9499276149186,186.90156474884503,5.690117770715508
293,202.85081944446307,490.736825579306,499.089363269016,170.39203226600156,5.242828902599971
294,317.96816776168197,258.48771362695356,625.7736161677462,220.28040458702793,3.9648028520117244
295,278.5612388772038,287.84151893876066,512.2744037821348,192.79179769426133,3.966691464558451
296,194.56723237914767,607.9729279999356,485.1665520213286,134.88184009567084,5.960019837582194
297,321.96799003466003,444.06672692150175,637.8614724481653,160.8567638600029,5.395182252841176
298,274.58396167012876,552.2251046058936,456.4588183717023,132.23844859179064,6.2755696400265215
299,315.0289695071168,454.24775641956916,540.1088471107854,244.56042831591589,5.7156426240119815
300,300.37030735388896,454.4634209243618,548.2546709294021,181.27869892031654,4.484074966290311
301,183.68039912623422,590.7425708963997,399.78643195354266,294.0714411451804,6.435190343886287
302,205.18551678424245,372.5932907673939,648.8063524304785,176.36035117112274,4.1270278760904935
303,309.7834884098609,464.4181165411475,473.7560364956887,137.49559398537224,5.024663111520028
304,298.8296212346772,380.6587066942436,386.6382260760733,89.17713644323037,4.80440715195288
305,248.32787248286814,384.8255658851526,580.4764765355606,71.8116194246433,5.5622405581327685
306,259.38619066470255,403.6241814797041,365.2298027313444,84.95184341967061,6.261756253569947
307,352.213191663074,483.3200657450569,504.2271736053692,196.027599060689,5.816443439740901
308,202.67428889313362,378.1877067504784,498.6321505033695,210.52350139379604,4.625735804966057
309,293.767790493603,638.3634188360281,662.8843348747367,85.128557878072,6.216862615163765
310,233.82458780528847,315.80890466707444,571.2047349319929,233.70229884456694,4.9579260095720015
311,232.58550374182238,421.96925337579614,496.24595618822843,151.01633689899364,4.716716135382017
312,337.9021481589752,384.04034125887375,622.6649448800431,188.80758071913297,5.871226842006746
313,316.0333079190424,667.0466826530599,708.5311323525971,276.73323769532544,6.635801884089736
314,315.0807708800511,479.4832164767362,583.6715459527793,233.8103589519319,5.744069886593343
315,354.43830457234634,604.7766809202952,501.5528929765071,163.88816112565007,6.3934984620246995
316,251.68030733062074,227.1659440444542,303.224565147476,126.52846647508275,4.103040573140905
317,304.5562377035971,490.05753988038884,340.2329505386941,50.89107592024169,5.580652576884427
318,225.17865947252352,583.4446193435156,454.2162943467998,136.85080084545478,5.332655424080072
319,275.9333081990754,462.34259839131363,408.5731696761075,167.33218567033833,4.91909310272238
320,239.58855565058522,609.8220562598027,471.9543045521831,120.76922837092897,5.2197487328561945
321,257.75967719941747,372.4067324849442,508.49748873456605,172.1245819744617,4.9415527960825925
322,297.6125620349531,661.402116027837,579.4539131535096,184.6111129775261,6.6609261819202
323,184.5423453413222,794.8347185428875,489.4251832911363,166.5086410915153,6.905161998656056
324,417.39098205483685,395.57421593405115,572.9752465739302,140.99984515059242,5.931898950754883
325,169.51860948002383,383.1746217898842,509.67116222151805,190.11928031800366,4.632350879130952
326,152.86491097698143,668.0076715676552,203.68001504691932,206.51643897416454,6.393171885536825
327,342.6488698800054,686.9358218596069,359.0996909271869,114.57605535342924,5.803278521695248
328,313.3330155170349,371.5709959270098,478.3868666417577,264.6559427847762,4.820283045001471
329,299.9295853641724,386.9719774356214,318.5457885738339,174.0847120629443,5.230657360815229
330,300.2676407411424,407.73230867092394,589.9893094994306,181.13097737669085,5.4260098349618575
331,249.02025817224683,248.33242334485846,729.6126248515546,222.49286539539344,4.037704890027482
